filename,predicted_is_illegal,illegal_probability,is_illegal
session_4265171670,1.0,0.8682063492063495,1
session_9791921163,1.0,0.9147500000000001,0
session_7992883230,1.0,0.8052127976190475,1
session_7850373093,0.0,0.20460714285714282,0
session_7986274484,1.0,0.6965818452380951,1
session_3349837388,0.0,0.1604880952380952,0
session_1535403881,1.0,0.9391666666666666,1
session_1386411131,1.0,0.8900119047619047,1
session_7744249581,1.0,0.773827380952381,1
session_6965771386,1.0,0.8280833333333335,1
session_8271683052,1.0,0.8985694444444445,1
session_4414280148,0.0,0.14954761904761907,0
session_9506925023,0.0,0.12866666666666665,0
session_3387344935,1.0,0.8612440476190476,1
session_9839818954,0.0,0.024630040322580645,0
session_7614908860,1.0,0.8276607142857141,1
session_1843905203,0.0,0.22558333333333333,0
session_7489987884,0.0,0.10233333333333335,0
session_8950902312,1.0,0.9396964285714285,1
session_0831009063,0.0,0.26115476190476195,0
session_4970622399,1.0,0.9446190476190476,1
session_9387370115,0.0,0.17587499999999998,0
session_4498932663,1.0,0.7911071428571428,1
session_6142373482,0.0,0.3310238095238095,0
session_9693789671,0.0,0.452857142857143,1
session_9899715696,0.0,0.15765873015873014,0
session_5088690608,0.0,0.14179761904761903,0
session_5046103917,1.0,0.9158333333333333,1
session_0170625567,1.0,0.8628095238095238,1
session_1196335015,1.0,0.9037976190476192,1
session_3315925736,1.0,0.813097222222222,1
session_6167829880,0.0,0.2679404761904762,0
session_6186753676,1.0,0.6181941391941392,1
session_9072596713,1.0,0.8081210317460317,1
session_0893120027,0.0,0.27475000000000005,0
session_0126772600,1.0,0.8638668831168833,1
session_3360873587,0.0,0.1352738095238095,0
session_4066543084,0.0,0.4536964285714285,1
session_3230049516,0.0,0.3411349206349207,0
session_6468388206,0.0,0.21460317460317457,0
session_6695269196,1.0,0.8708650793650796,1
session_4157921188,1.0,0.8215357142857144,1
session_0166199610,0.0,0.20800000000000002,0
session_7772954143,1.0,0.7302916666666667,1
session_3678562948,0.0,0.0778888888888889,0
session_7575485743,0.0,0.1108727106227106,0
session_6974460768,1.0,0.8958257575757577,1
session_2923450227,1.0,0.784125,1
session_8361853378,0.0,0.11774999999999998,0
session_4383618618,1.0,0.9545833333333333,1
session_8200552592,1.0,0.9142083333333332,1
session_5747551041,0.0,0.08979590570719602,0
session_7914718036,1.0,0.598547619047619,1
session_7907939720,0.0,0.08608333333333333,0
session_3683562482,1.0,0.741416666666667,1
session_3226676976,0.0,0.11174999999999999,0
session_9816302916,1.0,0.8673392857142858,1
session_7684485021,1.0,0.947625,1
session_4091639526,1.0,0.677111471861472,1
session_5466872812,1.0,0.8993869047619047,1
session_2116060291,1.0,0.7747202380952384,1
session_1656689994,1.0,0.912345238095238,1
session_8674602823,0.0,0.12895670995670994,0
session_0172860263,1.0,0.9245833333333333,1
session_3657391768,0.0,0.10140909090909091,0
session_6446737316,0.0,0.47562500000000013,0
session_3958419196,0.0,0.31087337662337666,0
session_7168735362,0.0,0.3040357142857143,0
session_2726751248,1.0,0.9350833333333333,1
session_5518980455,0.0,0.39005555555555554,0
session_7251443361,1.0,0.6977142857142858,1
session_5035500864,0.0,0.3421130952380952,0
session_0718520474,1.0,0.7689940476190477,1
session_8014286229,0.0,0.1977380952380952,1
session_0611188910,0.0,0.19248778998779004,0
session_3267760096,0.0,0.1277943722943723,0
session_8689827198,1.0,0.7684285714285715,1
session_1928096865,1.0,0.9070833333333335,1
session_8439712811,0.0,0.03808333333333333,0
session_8701118698,1.0,0.8619702380952383,1
session_3571551367,0.0,0.09450256016385047,0
session_7583047056,0.0,0.16651636904761905,0
session_5269540222,1.0,0.7143690476190477,1
session_1178629549,0.0,0.18023470302099334,0
session_7454853209,1.0,0.7837738095238096,1
session_3807007352,0.0,0.08650595238095239,0
session_5256432882,0.0,0.24755158730158722,0
session_7580547206,0.0,0.07977380952380952,0
session_6237876052,0.0,0.15820684523809522,0
session_5052301661,0.0,0.2204291474654378,0
session_3487526409,0.0,0.2110595238095238,0
session_9924186646,0.0,0.1956666666666667,0
session_6721137284,0.0,0.13858161999291033,0
session_5476317070,0.0,0.4665952380952379,1
session_8291380356,0.0,0.17414652014652013,0
session_5346999982,1.0,0.8315595238095238,1
session_9203064974,0.0,0.15063541666666663,0
session_5352520893,1.0,0.9669880952380951,1
session_9932324920,0.0,0.2576488095238096,0
session_2177337196,1.0,0.5532400793650794,1
session_5577188457,1.0,0.8947068452380953,1
session_7976664538,0.0,0.13679590570719605,0
session_0195566274,0.0,0.11166666666666666,0
session_8680283238,0.0,0.26229761904761906,0
session_6835186342,1.0,0.624297619047619,0
session_8199358611,0.0,0.13471875,0
session_9973193301,1.0,0.7251190476190476,0
session_6304072815,0.0,0.27971428571428575,0
session_5771189096,0.0,0.1394642857142857,0
session_4905082660,0.0,0.27395436507936505,0
session_7562248450,0.0,0.37073065476190464,1
session_6229277499,0.0,0.1674702380952381,0
session_4876159319,1.0,0.9452916666666666,1
session_0172989910,1.0,0.9466666666666665,1
session_7273363943,1.0,0.9208809523809525,1
session_9525615730,1.0,0.7031686507936508,1
session_3389870646,1.0,0.8560833333333333,1
session_8185572921,1.0,0.9567499999999999,1
session_7217479988,1.0,0.7413333333333334,1
session_2412921544,1.0,0.8973749999999999,1
session_5445301341,1.0,0.5028095238095237,1
session_0841557171,1.0,0.7592777777777776,1
session_4518223786,0.0,0.20396874999999998,0
session_8478632285,1.0,0.770769841269841,1
session_8214714439,0.0,0.16437351190476193,0
session_3097489009,1.0,0.7542301587301588,1
session_1306722148,0.0,0.06954166666666665,0
session_0493270999,1.0,0.8715238095238094,1
session_6637610294,1.0,0.7251428571428572,1
session_2381827805,1.0,0.843506313131313,1
session_2751916214,0.0,0.24220833333333336,0
session_6816047521,1.0,0.6388750000000002,1
session_7997263430,0.0,0.26730357142857136,0
session_9667273084,1.0,0.6294642857142858,1
session_6970752744,1.0,0.7774105339105337,1
session_6425950736,1.0,0.6221547619047618,1
session_9183184177,0.0,0.3258035714285714,0
session_8728901791,1.0,0.9096666666666665,1
session_6452949084,1.0,0.8870833333333334,1
session_5248409822,0.0,0.0985138888888889,0
session_4559429580,1.0,0.8604999999999998,1
session_5527782146,1.0,0.8150622294372295,1
session_6480157843,1.0,0.9260416666666668,1
session_8015250878,0.0,0.16967765937019968,0
session_6051914984,1.0,0.7431605339105343,1
session_5811752669,1.0,0.8628336940836943,1
session_7970857766,0.0,0.07213351254480287,0
session_7788563873,1.0,0.8942083333333334,1
session_3876999904,0.0,0.10380555555555554,0
session_7177007633,1.0,0.7326071428571429,1
session_2426108754,1.0,0.737174603174603,1
session_4331334148,1.0,0.7320297619047618,1
session_6497918859,1.0,0.9511785714285714,1
session_3535166347,0.0,0.16176190476190477,0
session_6278669958,0.0,0.11658333333333333,0
session_4289581476,1.0,0.8412936507936508,1
session_7354123043,1.0,0.8234211309523809,1
session_8042510915,0.0,0.1055595238095238,0
session_3182721337,1.0,0.8762559523809521,1
session_7534749559,1.0,0.795642857142857,1
session_0458723853,0.0,0.27764285714285714,0
session_6479266110,1.0,0.789028273809524,1
session_4251225905,1.0,0.8337837301587301,1
session_7370016891,1.0,0.9229801587301588,1
session_3101765401,0.0,0.34476190476190477,0
session_9127961354,1.0,0.8838253968253968,1
session_7667901628,0.0,0.25196302308802304,0
session_2363410078,0.0,0.39036904761904756,0
session_1129865931,0.0,0.24739285714285716,0
session_3669155019,1.0,0.7718333333333333,1
session_5013714842,1.0,0.9400000000000002,1
session_9674716665,1.0,0.7276785714285715,1
session_7093950723,1.0,0.6988608058608059,1
session_2585594441,1.0,0.9537499999999999,1
session_3203109772,1.0,0.9518452380952381,1
session_8281638783,0.0,0.18130357142857143,1
session_3696132790,0.0,0.08587500000000002,1
session_6295392963,1.0,0.8931249999999998,1
session_2878525110,1.0,0.7603888888888889,1
session_2389761713,1.0,0.8515555555555556,1
session_5425983208,0.0,0.16058779761904765,0
session_4767254104,1.0,0.8330757575757576,1
session_0111356050,1.0,0.6452386712749616,1
session_7768986100,0.0,0.2218373015873016,0
session_2751066909,1.0,0.9036666666666666,1
session_7388997727,0.0,0.3054404761904762,0
session_0989732540,1.0,0.8890873015873016,1
session_6829066411,0.0,0.08256258000512032,0
session_0376544801,1.0,0.8652916666666667,1
session_2809105327,1.0,0.7195119047619047,1
session_3212035675,0.0,0.3033571428571429,0
session_2689331954,1.0,0.9405833333333333,1
session_7437771065,0.0,0.47203571428571417,1
session_5690417333,1.0,0.612267857142857,1
session_0402994139,1.0,0.7560376984126985,1
session_7100038229,1.0,0.7878095238095237,1
session_5016669083,0.0,0.2513896103896103,0
session_1893250984,1.0,0.9227083333333332,1
session_5931589642,1.0,0.7678095238095237,1
session_0029922803,0.0,0.452781746031746,0
session_9629836105,0.0,0.12462557603686636,0
session_4481103124,1.0,0.942142857142857,1
session_3028558496,1.0,0.8563730158730161,1
session_1553613542,1.0,0.6943928571428571,1
session_3116416990,1.0,0.6859404761904762,1
session_5160736279,0.0,0.17149462365591397,0
session_6933816157,1.0,0.8690912698412699,1
session_3981019566,0.0,0.12716666666666668,0
session_7326699927,1.0,0.8875357142857142,1
session_2272584671,1.0,0.7864900793650794,1
session_0462903577,1.0,0.9249722222222225,1
session_8639984402,1.0,0.6891746031746032,1
session_9716805694,0.0,0.25376041666666665,0
session_2069574400,0.0,0.051468749999999994,0
session_3170574491,0.0,0.10290151515151516,0
session_3635374508,0.0,0.1322619047619048,0
session_9653209270,0.0,0.24673015873015877,0
session_5517823185,1.0,0.8987738095238095,1
session_9020534315,0.0,0.14899462365591398,0
session_8340206664,1.0,0.5682083333333332,1
session_3762712464,1.0,0.8478432539682538,1
session_2110642502,0.0,0.06625055153180152,0
session_9951071945,1.0,0.8269583333333336,1
session_2046923002,1.0,0.6459801587301587,1
session_3660445831,1.0,0.8531666666666667,1
session_1778570235,0.0,0.117375,0
session_8627031256,0.0,0.1420972222222222,0
session_2290361531,0.0,0.11629761904761902,0
session_2617473265,0.0,0.24626190476190477,0
session_6007924250,1.0,0.6048318452380953,1
session_4814782358,0.0,0.13230357142857144,0
session_9497021147,0.0,0.2765793650793651,0
session_3016761703,0.0,0.3639799783549785,0
session_2007540735,0.0,0.327577380952381,0
session_5290417223,0.0,0.1038452380952381,0
session_7648037009,1.0,0.9082777777777775,1
session_0537801506,1.0,0.6570853174603175,0
session_9673398856,1.0,0.8073273809523809,0
session_3147629890,1.0,0.9490000000000001,1
session_0228122983,1.0,0.9148928571428572,1
session_6982446047,1.0,0.5763950216450219,1
session_9518245436,1.0,0.8933333333333334,1
session_9046061162,0.0,0.35260912698412694,0
session_5623988336,0.0,0.05160714285714286,0
session_1819563622,0.0,0.4584761904761905,0
session_0508486473,1.0,0.7238988095238095,1
session_3839970917,0.0,0.4223710317460318,0
session_1421795197,1.0,0.537559523809524,0
session_1076519237,1.0,0.5353571428571429,0
session_8082239300,0.0,0.08479166666666665,0
session_1967235442,0.0,0.17452976190476194,0
session_4262101552,1.0,0.5316785714285713,0
session_3932398331,0.0,0.2793214285714286,0
session_7418988874,0.0,0.12824999999999998,0
session_0270940804,0.0,0.45011507936507933,0
session_7011327614,1.0,0.6934682539682541,1
session_5746562839,1.0,0.7197023809523809,1
session_2189267771,0.0,0.37090476190476196,0
session_1164286300,0.0,0.36187085137085134,0
session_4746240778,0.0,0.091625,0
session_8407883787,1.0,0.8272499999999999,1
session_8423566466,0.0,0.15835714285714286,0
session_6527951269,0.0,0.11502380952380953,0
session_0843115603,1.0,0.8633809523809525,1
session_6989962465,0.0,0.06691666666666668,0
session_2064160756,1.0,0.5039107142857141,1
session_8604010887,0.0,0.2962306547619048,0
session_9551087650,1.0,0.6847202380952381,1
session_2035629884,0.0,0.29806349206349203,0
session_5415060346,0.0,0.08691666666666668,0
session_5924200824,0.0,0.05408928571428571,0
session_7473209927,0.0,0.4533154761904762,0
session_1896830251,0.0,0.429438988095238,0
session_3161171774,0.0,0.17068650793650794,0
session_8119180048,0.0,0.36749999999999994,0
session_2540441733,0.0,0.07566666666666666,0
session_0838891042,0.0,0.22775000000000006,0
session_5894660899,1.0,0.7065,0
session_0305606782,1.0,0.7248690476190476,1
session_3163625589,0.0,0.35460515873015863,0
session_9197162417,1.0,0.7520097402597402,0
session_6056134961,1.0,0.9120833333333332,1
session_5487557068,1.0,0.7784583333333335,1
session_0743065918,0.0,0.30704761904761907,0
session_3172392634,1.0,0.7972619047619048,1
session_1750509621,1.0,0.787077380952381,1
session_5958053029,1.0,0.8922261904761905,1
session_4687655362,0.0,0.16839285714285715,0
session_7690305433,0.0,0.2549761904761905,0
session_0719528275,1.0,0.8229722222222223,1
session_3603344105,1.0,0.8742500000000003,1
session_7800181258,0.0,0.3993333333333333,0
session_7979911880,0.0,0.11099462365591398,0
session_1618522149,0.0,0.4927261904761906,1
session_6751955279,1.0,0.8654523809523811,1
session_2953697423,1.0,0.5438452380952379,1
session_5594141097,1.0,0.8992023809523809,1
session_4290136840,1.0,0.7430218253968254,1
session_1649882646,1.0,0.7487261904761904,1
session_8091715457,1.0,0.9518452380952382,1
session_4659905162,0.0,0.24017857142857144,0
session_7331556356,1.0,0.7311190476190478,1
session_7323696974,1.0,0.9390833333333335,1
session_0510406466,0.0,0.23826248079877113,0
session_0128859274,1.0,0.8877738095238095,1
session_7779665504,0.0,0.2071666666666666,0
session_5269315187,0.0,0.24106547619047622,0
session_9983042278,1.0,0.9220158730158731,1
session_3014121416,1.0,0.9350476190476189,1
session_4119002624,0.0,0.12118303571428571,0
session_8691825471,0.0,0.397968253968254,0
session_1016856509,0.0,0.24478571428571427,0
session_6871552747,1.0,0.8554464285714286,1
session_6705777193,1.0,0.7330714285714286,1
session_8671492463,1.0,0.9480833333333334,1
session_7967310508,0.0,0.4821488095238095,0
session_7944252331,1.0,0.8912916666666666,1
session_6112730640,0.0,0.3250515873015873,0
session_9767538073,1.0,0.8077500000000002,1
session_9501338931,1.0,0.7420912698412698,1
session_0326724732,1.0,0.8382976190476189,1
session_3641521673,0.0,0.10344669935798967,0
session_6189139492,0.0,0.29045238095238096,0
session_8740037149,1.0,0.5117110389610391,1
session_7096197451,0.0,0.19997023809523817,0
session_0797370695,0.0,0.2765811688311689,0
session_4098569257,1.0,0.7973035714285714,1
session_7471072415,1.0,0.8394761904761906,1
session_9505884451,0.0,0.3062777777777778,0
session_6303895598,0.0,0.2371944444444444,0
session_2613999059,0.0,0.37647222222222226,0
session_3102058551,0.0,0.21700000000000005,0
session_0861337889,1.0,0.631654761904762,1
session_7035039573,1.0,0.5641216077828981,1
session_7071815036,0.0,0.1684806547619047,0
session_9411417025,0.0,0.25252350427350423,0
session_8934034457,1.0,0.8181369047619047,1
session_6869635181,0.0,0.25466071428571435,0
session_8351091371,1.0,0.9754166666666667,1
session_3814755566,0.0,0.10224255952380953,0
session_2203453961,1.0,0.9329523809523809,1
session_4480398495,1.0,0.950202380952381,1
session_5312030236,1.0,0.8525416666666665,1
session_5806761857,1.0,0.6786190476190476,1
session_6568302079,1.0,0.8394583333333334,1
session_5071023384,1.0,0.6536227106227108,1
session_5023081923,1.0,0.8959523809523811,1
session_9809839685,0.0,0.35693849206349215,0
session_1567411744,0.0,0.11868223443223443,0
session_3393326634,0.0,0.14939285714285716,0
session_2375808482,1.0,0.8224285714285715,1
session_0305187451,1.0,0.9095714285714286,1
session_6349231133,0.0,0.07463541666666668,0
session_6657360579,1.0,0.8549761904761906,1
session_6873559742,0.0,0.283952380952381,0
session_0612796637,1.0,0.8665952380952379,1
session_2730276507,0.0,0.48891666666666667,1
session_0864574884,0.0,0.14697619047619045,0
session_7818234002,1.0,0.6441825396825398,1
session_8423329764,1.0,0.5387261904761903,0
session_2694965772,1.0,0.9018095238095237,1
session_4386624259,1.0,0.8827976190476191,1
session_9921687223,0.0,0.18116666666666667,0
session_3077149461,1.0,0.7477083333333334,1
session_9729063367,0.0,0.28859523809523807,0
session_6464183153,1.0,0.8720892857142857,1
session_6237417362,1.0,0.7517619047619047,1
session_9795347408,1.0,0.6737500000000002,1
session_1316321566,0.0,0.3981136712749615,1
session_3343831517,0.0,0.07593055555555556,0
session_4762909710,1.0,0.8388690476190476,1
session_7800269296,1.0,0.9055416666666667,1
session_3051589624,0.0,0.25138095238095237,1
session_4896261465,1.0,0.707017857142857,1
session_6896514118,1.0,0.7477103174603176,1
session_6679825465,0.0,0.11096875,0
session_0003960194,1.0,0.5065396825396826,1
session_7989414599,0.0,0.2612678571428572,1
session_6102555994,1.0,0.9072440476190476,1
session_2099251918,0.0,0.4024404761904762,0
session_1824070206,0.0,0.3454166666666667,0
session_1968614536,1.0,0.8700833333333334,1
session_1149922141,1.0,0.9076666666666666,1
session_1876247964,0.0,0.1646071428571429,0
session_2931074825,1.0,0.9115833333333333,1
session_1324126678,0.0,0.20025,0
session_3879503861,1.0,0.552265873015873,0
session_3155649031,1.0,0.5977916666666667,1
session_0647531474,1.0,0.94025,1
session_7394343234,0.0,0.041968750000000006,0
session_3704248627,0.0,0.1475595238095238,0
session_5700842190,0.0,0.12595238095238095,0
session_1854610785,1.0,0.8581190476190477,1
session_6509364535,0.0,0.1747837301587301,0
session_3791802350,1.0,0.6937440476190477,1
session_5695398064,1.0,0.94475,1
session_8769983957,1.0,0.8303630952380953,1
session_6320970139,1.0,0.6920972222222223,1
session_8557723888,1.0,0.9670833333333334,1
session_0280517098,1.0,0.8449285714285714,1
session_4619254586,1.0,0.8916369047619045,1
session_7935100368,1.0,0.8347359307359309,1
session_6845822655,0.0,0.11030357142857142,0
session_9000198916,0.0,0.21833928571428574,0
session_9418948998,1.0,0.8843750000000001,1
session_4322210317,1.0,0.7568789682539682,1
session_8602611959,1.0,0.929785714285714,1
session_7861130331,1.0,0.7391673881673883,1
session_3277767566,1.0,0.8040357142857143,1
session_7103728864,0.0,0.10491666666666667,0
session_1428731346,1.0,0.6797299783549784,1
session_2592273518,0.0,0.29715476190476187,0
session_5496662888,0.0,0.09319642857142857,0
session_1388817097,1.0,0.9491785714285714,1
session_8742024614,0.0,0.3598755760368664,1
session_3561215335,1.0,0.8855833333333335,1
session_8719700167,1.0,0.8185595238095238,1
session_9904426178,0.0,0.19059722222222228,0
session_7555995161,1.0,0.7497003968253967,1
session_0815666379,0.0,0.0751904761904762,0
session_4243186683,0.0,0.11373214285714285,0
session_0626697371,0.0,0.1601309523809524,0
session_8399176672,1.0,0.748220238095238,1
session_6399026328,1.0,0.5118333333333335,1
session_5499827097,1.0,0.6973020833333333,1
session_9916663391,1.0,0.9475833333333332,1
session_0249395771,1.0,0.9209166666666668,1
session_4948057062,0.0,0.21020238095238095,0
session_4962669721,0.0,0.31937351190476193,1
session_6228883788,0.0,0.437399385560676,1
session_2541149709,1.0,0.9058769841269841,1
session_9316476581,1.0,0.8229642857142856,1
session_3828692242,1.0,0.93275,1
session_3452570104,1.0,0.805095238095238,1
session_2386499713,1.0,0.97375,1
session_4949372670,1.0,0.7564345238095237,1
session_4088341904,1.0,0.8783906926406928,1
session_3919629858,1.0,0.7168273809523811,1
session_9057489846,1.0,0.8195555555555556,1
session_7422270211,0.0,0.11270833333333333,0
session_6951064037,1.0,0.9784999999999999,1
session_7395469781,1.0,0.7189154040404042,1
session_1067162598,1.0,0.7654686147186147,1
session_5745729038,0.0,0.0547202380952381,0
session_4066780045,1.0,0.8579523809523809,1
session_0510101673,0.0,0.046761904761904755,0
session_9495657954,1.0,0.8496666666666667,1
session_3926840201,0.0,0.1277738095238095,0
session_1970148824,0.0,0.06206547619047618,0
session_0233596484,1.0,0.9524166666666667,1
session_1498771725,0.0,0.04430357142857142,0
session_2092170870,1.0,0.8437321428571428,1
session_1281792837,0.0,0.033857142857142856,0
session_7729762375,0.0,0.35507142857142854,0
session_4269912456,1.0,0.8906190476190475,1
session_6448386600,0.0,0.05784523809523809,0
session_7422282952,0.0,0.19763690476190474,0
session_0867569021,1.0,0.8997261904761903,1
session_3524810503,1.0,0.9335734126984128,1
session_1334666365,0.0,0.15383333333333335,0
session_1814762834,0.0,0.11563888888888889,0
session_7896781089,1.0,0.7689027777777778,1
session_2760097341,1.0,0.9269166666666667,1
session_1177848198,0.0,0.20194642857142853,0
session_9821034386,1.0,0.8774345238095238,1
session_3735537656,1.0,0.8800952380952382,1
session_2715537964,0.0,0.33613690476190483,1
session_5123812030,0.0,0.12357142857142858,0
session_0244684556,0.0,0.15654166666666663,0
session_8769574094,0.0,0.025166666666666667,0
session_8989374051,0.0,0.02564285714285714,0
session_6490827344,1.0,0.7208353174603174,1
session_1474073005,0.0,0.1232380952380952,0
session_8927734902,0.0,0.06474404761904762,0
session_3876004338,1.0,0.6495753968253969,1
session_6419217298,0.0,0.11686904761904764,0
session_0147719489,1.0,0.9332499999999999,1
session_9067768063,1.0,0.8406746031746032,1
session_2671379191,1.0,0.7124880952380951,1
session_5528609206,0.0,0.09135714285714286,0
session_7933738052,1.0,0.7138551587301588,1
session_7451527108,0.0,0.020166666666666666,0
session_3748528962,1.0,0.9123809523809524,1
session_6581338506,0.0,0.08450000000000003,0
session_3269754223,1.0,0.9176666666666666,1
session_6106477620,0.0,0.12457795698924728,1
session_1881356230,0.0,0.021166666666666667,0
session_0812869833,0.0,0.1584186507936508,0
session_4844871120,1.0,0.9739166666666667,1
session_7873949379,1.0,0.819,1
session_6617825429,1.0,0.9649166666666668,1
